event_name,event_type,url,location_name,location_address,location_coord,short_description,session_times,subactivity_times,artist,require_booking,booking_detail
Dance Together,light,https://www.vividsydney.com/event/light/dance-together,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","Conceived during COVID lockdowns, Dance Together celebrates the importance of gathering and the magic that can happen when strangers congregate. Meet under an…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Lucid Creates,False,NA
The TUNNEL,light,https://www.vividsydney.com/event/light/the-tunnel,Barangaroo,"Wulugul Walk, Barangaroo NSW 2000","{""latitude"": ""-33.861162"", ""longitude"": ""151.200551""}","They say that most adventures are about the journey, not the destination. However, The Tunnel is a trip of itself, steered by fellow Vivid Sydney spectators.
…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Big Art Inc.,False,NA
Swarm,light,https://www.vividsydney.com/event/light/swarm,Darling Harbour,Darling Harbour Reflections Pools,"{""latitude"": ""-33.874911"", ""longitude"": ""151.201065""}","Is it a bird? Is it a plane? No, it’s a swarm! Of what, exactly?
That's up to you - inspired by the mathematical precision of flocks of birds flying or…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,toystudio,False,NA
Nature's Calling,music,https://www.vividsydney.com/event/music/natures-calling,Manning Bar,"Manning House, Manning Road, Camperdown NSW 2050","{""latitude"": ""-33.8868904"", ""longitude"": ""151.1876221""}","Cutting-edge British-Pakistani selections, unearthed Arabic nuggets and spacey Detroit-inspired house meet at the Manning Bar, Sydney Uni in this celebration…","{""2023-06-17"": {""start_time"": ""19:00:00"", ""end_time"": ""03:00:00"", ""duration"": ""480.0""}}",NA,NA,True,*Booking and transaction fees may apply.
JACOTÉNE | Vivid LIVE,music,https://www.vividsydney.com/event/music/jacotene-vivid-live,Sydney Opera House - The Utzon Room,Utzon Room,"{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","She's just 17 years old, but already Melbourne-based artist JACOTÉNE is wowing critics and audiences with her powerful take on classic soul sounds.
&nbsp;…","{""2023-06-04"": {""start_time"": ""19:00:00"", ""end_time"": ""20:00:00"", ""duration"": ""60.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Esa's Afro Synth Band with Kamazu & Mim Suleiman | Tumbalong Nights,music,https://www.vividsydney.com/event/music/esas-afro-synth-band-with-kamazu-mim-suleiman-tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","Get ready to dance as London based DJ and producer Esa Williams brings the party with his Afro Synth Band. He's enlisting two vocal titans, too: South African …","{""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""22:30:00"", ""duration"": ""270.0""}}","[{""name"": ""DJ Trey"", ""start_time"": ""18:00:00"", ""end_time"": ""18:45:00"", ""duration"": 45.0}, {""name"": ""Kwame Anthem"", ""start_time"": ""18:45:00"", ""end_time"": ""19:00:00"", ""duration"": 15.0}, {""name"": ""DJ K Time"", ""start_time"": ""19:00:00"", ""end_time"": ""19:45:00"", ""duration"": 45.0}, {""name"": ""Osayo"", ""start_time"": ""19:45:00"", ""end_time"": ""20:00:00"", ""duration"": 15.0}, {""name"": ""DJ Pluggy"", ""start_time"": ""20:00:00"", ""end_time"": ""21:00:00"", ""duration"": 60.0}, {""name"": ""Esa's Afro Synth Band w/ Kamazu & Mim Suleiman"", ""start_time"": ""21:00:00"", ""end_time"": ""22:30:00"", ""duration"": 90.0}]",NA,False,NA
SETTINGS™ w/ Bambii + Tommy Gold,settingstm-w,https://www.vividsydney.com/event/music/settingstm-w/bambii-tommy-gold,Universal Sydney,"85-91 Oxford Street, Darlinghurst NSW 2010","{""latitude"": ""-33.8788984"", ""longitude"": ""151.2145639""}","SETTINGS™ returns – an event project at the forefront of rap, hip-hop and electronic music, for the fashion and design community in Sydney.&nbsp;
With the…","{""2023-06-01"": {""start_time"": ""21:00:00"", ""end_time"": ""04:00:00"", ""duration"": ""420.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Tumbalong Nights,music,https://www.vividsydney.com/event/music/tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","The bullseye at the centre of Sydney's Darling Harbour, Tumbalong Park is your Vivid Sydney go-to for free and eclectic contemporary music, in the very heart…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-05-27"": {""start_time"": ""17:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-03"": {""start_time"": ""17:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-10"": {""start_time"": ""17:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-17"": {""start_time"": ""17:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""300.0""}}",NA,NA,False,NA
Bar Morris x Mmabatho Molefe | Vivid Chef Series,food,https://www.vividsydney.com/event/food/bar-morris-x-mmabatho-molefe-vivid-chef-series,Bar Morris,"412 Pitt Street, Haymarket NSW 2000","{""latitude"": ""-33.8787194"", ""longitude"": ""151.2073744""}","Fresh from winning 2022 Hospitality Pioneer at the World's 50 Best for her Cape Town restaurant Emazulwini, Mmabatho Molefe will be joining forces with Rosy…","{""2023-06-14"": {""start_time"": ""18:30:00"", ""end_time"": ""22:00:00"", ""duration"": ""4530.0""}}",NA,NA,True,*Booking and transaction fees may apply.
MoodUP by LG,light,https://www.vividsydney.com/event/light/moodup-by-lg,Circular Quay and The Rocks,Circular Quay,"{""latitude"": ""-33.861756"", ""longitude"": ""151.210884""}",Where will your mood take you this Vivid Sydney? Celebrating the launch of LG's InstaView fridge with MoodUPTM LED colour panels that can change to suit your…,"{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""31980.0""}}",NA,NA,False,NA
House of Naturalia,food,https://www.vividsydney.com/event/food/house-of-naturalia,Barangaroo House,"35 Barangaroo Avenue, Barangaroo NSW 2000","{""latitude"": ""-33.8655753"", ""longitude"": ""151.2014869""}","Inspired by Vivid Sydney's 'Naturally' theme, Barangaroo House is transforming into the 'House of Naturalia'. Expect sustainable cocktails, a custom menu by…","{""2023-05-26"": {""start_time"": ""12:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""2160.0""}, ""2023-05-28"": {""start_time"": ""12:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""600.0""}, ""2023-05-30"": {""start_time"": ""12:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""600.0""}, ""2023-05-31"": {""start_time"": ""12:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""5040.0""}, ""2023-06-04"": {""start_time"": ""12:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""600.0""}, ""2023-06-06"": {""start_time"": ""12:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""600.0""}, ""2023-06-07"": {""start_time"": ""12:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""5040.0""}, ""2023-06-11"": {""start_time"": ""12:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""720.0""}, ""2023-06-13"": {""start_time"": ""12:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""600.0""}, ""2023-06-14"": {""start_time"": ""12:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""5040.0""}}",NA,Tara Chua,True,Make a reservation at https://www.barangaroohouse.com.au/vivid-2023
Semi Permanent,ideas,https://www.vividsydney.com/event/ideas/semi-permanent-2023,Carriageworks,"245 Wilson Street, Eveleigh NSW 2015","{""latitude"": ""-33.893341"", ""longitude"": ""151.191954""}","Semi Permanent Festival of Creativity &amp; Design returns to Vivid Sydney for three full days of inspiring talks, panels, workshops, demonstrations and more,…","{""2023-05-31"": {""start_time"": ""09:00:00"", ""end_time"": ""18:00:00"", ""duration"": ""3420.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Athletica x Bypass: Thermal Mass,music,https://www.vividsydney.com/event/music/athletica-x-bypass-thermal-mass,107 South Eveleigh,"2 Davy Road, Eveleigh NSW 2015","{""latitude"": ""-33.8949422"", ""longitude"": ""151.1970006""}","Fusing the visions of two of Sydney’s seasoned party throwers, Athletica and Bypass are joining forces for Thermal Mass, a day-to-night dancefloor showcasing…","{""2023-06-03"": {""start_time"": ""14:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""480.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Aperture,light,https://www.vividsydney.com/event/light/aperture,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","Inspired by NSW's many natural wonders that have been sculpted and shaped by the eroding effects of wind, water and time, this inflatable labyrinth invites us…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Atelier Sisu,False,NA
Night Whisper,light,https://www.vividsydney.com/event/light/night-whisper,Barangaroo,Barangaroo Headland,"{""latitude"": ""-33.856077"", ""longitude"": ""151.201679""}","We're not that dissimilar to moths: as Vivid Sydney shows, humans are also innately drawn toward light for warmth and a chance to come together. This…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Amigo & Amigo,False,NA
